veredicto,sector,partido,promesa,verbo,plazo,justificacion,obstaculos,condiciones_para_viabilidad,fuentes
Requiere condiciones previas,economia,Demócrata Verde,Implementación de dos (02) ferias laborales y talleres de empleabilidad en forma virtual.,Implementación,en el periodo de un año,"La promesa se inserta en la función municipal de promoción del desarrollo económico local, pero la Ley 27972 no reconoce a la MML como ente rector del empleo ni le asigna una competencia exclusiva para organizar ferias laborales; el marco de ferias que sí aparece en la ley está referido a ferias de productos locales y comerciales, no a intermediación laboral (Ley 27972, art. 85 y funciones de promoción económica local). La MML sí ha ejecutado ferias laborales virtuales y capacitaciones de empleabilidad, por lo que la acción es compatible con su gestión, pero para institucionalizar dos ferias y talleres con meta específica requiere programación operativa y soporte presupuestal en el pliego 150101, cuyo nivel de inversión per cápita es S/ 7.42 y es el menor del país. En consecuencia, puede hacerse dentro de sus competencias solo si se habilita mediante programación del PIA/PIM o reasignación interna, y si se articula con la Gerencia de Desarrollo Económico y la Oficina/Programa de empleo de la MML.",No existe una competencia exclusiva o mandato legal expreso para ferias laborales virtuales; la ejecución depende de disponibilidad presupuestal y de la programación operativa del pliego 150101.,"Ajuste del PIA/PIM o reprogramación presupuestal en el pliego 150101, con soporte de la unidad orgánica competente de desarrollo económico; alternativamente, incluir la meta en el presupuesto del siguiente ejercicio mediante priorización institucional.",Ley Orgánica de Municipalidades - Ley N° 27972: https://www.leyes.congreso.gob.pe/Documentos/Leyes/27972.pdf | Municipalidad Metropolitana de Lima - Transparencia institucional: https://www.transparencia.gob.pe/enlaces/pte_transparencia_enlaces.aspx?id_entidad=1434&id_tema=5&ver=D | Proyecto de Presupuesto 2025 / pliego 150101: https://www.mef.gob.pe/ | Acuerdo/Documento de la MML sobre ferias laborales virtuales: https://cdn.www.gob.pe/uploads/document/file/3080952/AC%2097%2031.03.2022.pdf.pdf
Requiere condiciones previas,economia,Frente de la Esperanza,"Implementar programas de transformación digital para MYPES, incorporando comercio electrónico, marketing digital y herramientas tecnológicas orientadas a la seguridad ciudadana y la disminución de la desnutrición infantil.",Implementar,Sin plazo definido,"La promesa se vincula parcialmente con competencias municipales porque la Ley 27972 permite a las municipalidades ejercer función promotora en materias de su competencia y les reconoce funciones en desarrollo económico local, formalización de actividades y programas sociales; además, la MML tiene ROF aprobado por Ordenanza 2537-2023, con órganos de modernización y de desarrollo económico que pueden articular acciones digitales. Sin embargo, la parte orientada a seguridad ciudadana y, sobre todo, a disminuir la desnutrición infantil excede la competencia directa de la MML en términos de resultados sanitarios, porque la salud primaria y la política nutricional recaen en el nivel nacional y regional, aunque la municipalidad puede coordinar, focalizar y complementar. Con el pliego 150101, la restricción presupuestal es relevante: la MML registra una inversión per cápita de S/ 7.42, la menor del país, por lo que la ejecución integral del compromiso requiere priorización presupuestaria y probablemente convenios o programación específica, no solo gestión interna. La promesa puede ejecutarse como programa de capacitación y digitalización de MYPES dentro de funciones municipales, pero no puede asegurarse hoy en su totalidad sin ajuste del PIA/PIM o programación presupuestal específica.","Competencia material limitada para alcanzar el resultado de disminución de desnutrición infantil; necesidad de recursos y programación específica en el pliego 150101; la componente de seguridad ciudadana solo puede articularse como apoyo municipal mediante serenazgo y prevención, no como política integral de seguridad o salud.","Requiere una ordenanza o acto de gestión que apruebe el programa, ajuste del PIA/PIM del pliego 150101 y, para la parte nutricional, convenios de articulación con entidades competentes; alternativamente, su implementación completa podría programarse en el siguiente ejercicio fiscal con asignación presupuestal específica.",Ley Orgánica de Municipalidades - Ley N.° 27972: https://www.congreso.gob.pe/Docs/DGP/DIDP/files/descentralizacion/27972.pdf | Ordenanza N.° 2537 - ROF de la Municipalidad Metropolitana de Lima: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1 | Consulta Amigable MEF - Pliego 150101: https://apps5.mineco.gob.pe/ | Transparencia MML: https://www.transparencia.gob.pe/enlaces/pte_transparencia_enlaces.aspx?id_entidad=1434&id_tema=5&ver=D
Requiere condiciones previas,economia,Frentre Popular Agrícola FIA del Perú,"Promover el pleno empleo, eliminando la extrema pobreza mediante la capacitación laboral y el fortalecimiento de la micro, pequeña y mediana empresa.",Promover,Sin plazo definido,"La promesa encaja en la competencia municipal de promoción del desarrollo económico local: el artículo VI del Título Preliminar y el artículo 36 de la Ley 27972 permiten a los gobiernos locales promover el desarrollo económico de su circunscripción, con incidencia en la micro y pequeña empresa, y las municipalidades provinciales deben diseñar e implementar planes de desarrollo económico local sostenible (art. 73). Sin embargo, ""promover el pleno empleo"" y ""eliminar la extrema pobreza"" no dependen solo de la MML, porque el empleo formal y la reducción de pobreza exceden la capacidad de ejecución directa municipal; además, la MML opera con un presupuesto restringido en el pliego 150101 y una inversión per cápita de S/ 7.42, el menor del país según el contexto dado. La MML sí puede articular capacitación laboral, ferias, formalización, asistencia técnica y fortalecimiento MYPE mediante sus funciones de desarrollo económico y ordenanzas/servicios vigentes, pero para una meta amplia y sostenida requeriría programación presupuestal y ajustes operativos adicionales.","La MML no controla por sí sola el mercado laboral, la política de empleo ni la erradicación de pobreza extrema; además, la capacidad financiera del pliego 150101 es limitada para una política de gran escala. La parte de ""pleno empleo"" excede la competencia directa municipal y la reducción de pobreza depende de factores intersectoriales y de otras entidades.","Puede habilitarse parcialmente mediante una ordenanza metropolitana y su incorporación al PIA/PIM de la MML, con programas de capacitación, formalización y apoyo a MYPE financiados dentro del pliego 150101 o reprogramados en el siguiente ejercicio fiscal; también podría requerir convenios con entidades nacionales para escalamiento. Sin esos instrumentos previos, la promesa no es ejecutable en su literalidad.",Ley Orgánica de Municipalidades - Ley N.° 27972: https://www.sat.gob.pe/TransparenciaV3/Portals/0/Docs/NormasOtrasEntidades/Ley_Organica_27972.pdf | Ordenanza N.° 2537 - ROF de la MML: https://www.transparencia.gob.pe/enlaces/pte_transparencia_enlaces.aspx?id_entidad=1434&id_tema=5&ver=D | Consulta Amigable MEF - Pliego 150101: https://apps5.mineco.gob.pe/ | Portal institucional MML: https://www.munlima.gob.pe/
Requiere condiciones previas,economia,Fuerza Ciudadana,Programas de formalización comercial.,Programas,Sin plazo definido,"La MML sí tiene competencia para intervenir en formalización comercial cuando se trata de comercio ambulatorio y licencias de apertura de establecimientos comerciales, industriales y profesionales, conforme a la Ley 27972, artículo 79.1.3 y funciones vinculadas al control del comercio ambulatorio; además, la Ordenanza N.° 1933-MML regula el comercio ambulatorio en Lima Metropolitana. Sin embargo, la promesa es genérica y para convertirla en un programa operativo requiere instrumentos de gestión, definición presupuestal y, según el diseño, una habilitación normativa o ajustes en el PIA/PIM del pliego 150101. El contexto presupuestal es restrictivo: el pliego 150101 tiene una inversión per cápita de S/ 7.42, la menor del país, por lo que la ejecución masiva sin reprogramación o priorización específica no es inmediata.","No existe una obligación legal específica de lanzar un nuevo programa con ese nombre; además, la escala real de implementación depende de disponibilidad presupuestal del pliego 150101 y de la articulación con el marco regulatorio metropolitano vigente.","Puede habilitarse mediante una ordenanza o mediante ajuste del PIA/PIM del pliego 150101, con asignación expresa de metas, actividades y recursos para sensibilización, asesoría, reubicación o licenciamiento de comerciantes. Si se pretende ampliarlo a una nueva línea de intervención, debería programarse en el siguiente ejercicio presupuestal.",Ley Orgánica de Municipalidades - Ley N.° 27972: https://www.leyes.congreso.gob.pe/Documentos/Leyes/27972.pdf | Ordenanza Municipal N.° 1933-MML: https://www.gob.pe/institucion/munilima/normas-legales/2513251-ordenanza-municipal-n-1933-2016 | Ordenanza N.° 2537 - ROF de la MML: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1 | Municipalidad Metropolitana de Lima - transparencia: https://www.transparencia.gob.pe/enlaces/pte_transparencia_enlaces.aspx?id_entidad=1434&id_tema=5&ver=D
Requiere condiciones previas,economia,Fuerza Popular,Implementación de una ventanilla única digital metropolitana para la simplificación administrativa de licencias de funcionamiento y habilitaciones comerciales.,Implementación,Sin plazo definido,"La propuesta se ubica dentro de las competencias municipales de la MML porque la Ley 27972 faculta a las municipalidades provinciales a normar, regular y otorgar autorizaciones, derechos y licencias, así como a fiscalizar habilitaciones urbanas, y el ROF de la MML asigna a la Gerencia de Desarrollo Urbano y sus subgerencias funciones sobre autorizaciones, licencias de edificación y habilitación urbana. Sin embargo, una ventanilla única digital metropolitana para licencias de funcionamiento y habilitaciones comerciales no aparece como un servicio ya implementado con esa denominación ni como una obligación legal automática; para operar como nuevo canal integral requeriría adecuación normativa interna y de procedimientos, además de soporte presupuestal y tecnológico. El pliego 150101 de la MML tiene un presupuesto per cápita de S/ 7.42, el menor del país, por lo que la ejecución depende de reprogramación, priorización interna o incorporación en el siguiente PIA/PIM, no de una implementación inmediata sin pasos previos.","No existe evidencia de que la MML ya tenga una ventanilla única digital metropolitana integral para licencias de funcionamiento y habilitaciones comerciales en el formato prometido; además, el presupuesto del pliego 150101 es limitado para una nueva plataforma sin reprogramación o financiamiento específico.","Aprobación de una ordenanza metropolitana y/o modificación del ROF y del TUPA para integrar el trámite digital; ajuste del PIA/PIM del pliego 150101 o programación en el siguiente ejercicio fiscal para financiar desarrollo, interoperabilidad y mesa de partes digital; eventualmente convenio operativo con entidades sectoriales si el flujo de evaluación requiere validaciones externas.",Ley Orgánica de Municipalidades - Ley N° 27972: https://www.mef.gob.pe/contenidos/presu_publ/capacita/programacion_formulacion_presupuestal2012/Anexos/ley27972.pdf | Ordenanza N° 2537 - ROF de la Municipalidad Metropolitana de Lima: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1 | Consulta Amigable del MEF: https://apps5.mineco.gob.pe/transparencia/Navegador/default.aspx | Portal de transparencia de la MML: https://www.transparencia.gob.pe/enlaces/pte_transparencia_enlaces.aspx?id_entidad=1434&id_tema=5&ver=D
Requiere condiciones previas,economia,Juntos por el Perú,Simplificar y realizar una formalización ágil a través de la Ventanilla Única Digital Metropolitana y la implementación del Programa de inserción laboral 'Mi Chamba 4.0'.,Simplificar,2027 - 2030,"La Municipalidad Metropolitana de Lima sí tiene competencia para simplificar trámites y regular procedimientos vinculados a habilitaciones urbanas, fiscalización y servicios municipales, conforme al rol de la municipalidad provincial del artículo 79 de la Ley 27972 y al ROF aprobado por Ordenanza 2537. Sin embargo, una ""Ventanilla Única Digital Metropolitana"" y un programa de inserción laboral como ""Mi Chamba 4.0"" no pueden darse por ejecutados solo con la promesa política: requieren definición operativa, cobertura funcional en el ROF y programación presupuestal en el pliego 150101, cuyo marco ya existe pero no acredita por sí solo una nueva expansión del servicio. La propia norma orgánica muestra que la MML coordina, regula y fiscaliza en materias municipales, pero no reemplaza competencias de empleo nacional ni crea empleo masivo por sí sola. El presupuesto del pliego 150101 es limitado y debe sostenerse con reasignación interna, PIA/PIM o una nueva habilitación normativa si el alcance supera los servicios ya vigentes.","El componente de inserción laboral excede una función municipal típica si pretende operar como programa de empleo con alcance amplio; además, la ventanilla digital requiere ajuste funcional y operativo para integrar trámites existentes sin crear nuevos sin soporte normativo y presupuestal. Si se busca una nueva plataforma metropolitana con nueva cartera de servicios, el obstáculo principal es la necesidad de ordenanza y de asignación presupuestal específica en el pliego 150101.","Puede habilitarse mediante ordenanza metropolitana que precise funciones, alcance digital y articulación con los trámites existentes, junto con ajuste del PIA/PIM del pliego 150101 o programación en el siguiente ejercicio fiscal para financiar la plataforma y el programa.",Ley Orgánica de Municipalidades - Ley 27972: https://www.congreso.gob.pe/Docs/DGP/DIDP/files/descentralizacion/27972.pdf | Ordenanza N.° 2537 - ROF de la MML: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1 | Pliego 150101 - Consulta Amigable MEF: https://apps5.mineco.gob.pe/transparencia/Navegador/default.aspx
Requiere condiciones previas,economia,PARTIDO_PATRIOTICO_DEL_PERU,"La ciudad impulsará una política permanente de recuperación económica y fortalecimiento productivo, promoviendo mejores condiciones para emprendedores, comerciantes, trabajadores independientes, pequeñas empresas y sectores productivos, contribuyendo a generar mayores oportunidades de desarrollo para las familias limeñas.",impulsará,Sin plazo definido,"La promesa encaja en la competencia municipal de promoción del desarrollo económico local: el artículo VI del Título Preliminar de la Ley 27972 dispone que los gobiernos locales promueven el desarrollo económico local con incidencia en la MYPE, y el artículo 86.1 les asigna diseñar e implementar el plan estratégico de desarrollo económico local y simplificar licencias y permisos. En la MML, esta acción puede articularse con su ROF aprobado por Ordenanza 2537 y modificatorias, que estructura funciones metropolitanas vinculadas a comercio, fiscalización, mercados y desarrollo urbano, pero el compromiso es genérico y requiere instrumentos operativos para volverse ejecutable. Además, el pliego 150101 tiene una inversión per cápita de S/ 7.42 y es el menor del país, por lo que cualquier expansión de programas de apoyo productivo depende de programación presupuestal y priorización dentro del PIM vigente o del siguiente ejercicio.","No existe una acción específica y autoejecutable en el texto de la promesa; requiere definición de metas, cartera de intervenciones y fuente presupuestal dentro del pliego 150101. La MML no puede sostener resultados económicos amplios si no vincula la política a sus competencias directas (licencias, mercados, comercio ambulatorio, fiscalización, serenazgo, gestión urbana) y a recursos ya asignados.","Puede habilitarse mediante una ordenanza metropolitana que apruebe un plan o programa de desarrollo económico local y, si corresponde, mediante ajuste del PIA/PIM del pliego 150101 o programación en el siguiente ejercicio fiscal. También puede ejecutarse con convenios y articulación con gerencias metropolitanas existentes, siempre que haya disponibilidad presupuestal y metas operativas concretas.",Ley Orgánica de Municipalidades - Ley N.° 27972: https://www.munlima.gob.pe/images/descargas/normas-administrativas/Ley%2027972%20_%20Ley%20Org%C3%A1nica%20de%20Municipalidades.pdf | Ley Orgánica de Municipalidades - texto oficial difundido por MML: https://www.munlima.gob.pe/images/descargas/normas-administrativas/Ley%2027972%20_%20Ley%20Org%C3%A1nica%20de%20Municipalidades.pdf | Ordenanza N.° 2537 - ROF de la Municipalidad Metropolitana de Lima: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1 | Portal de transparencia de la Municipalidad Metropolitana de Lima: https://www.transparencia.gob.pe/enlaces/pte_transparencia_enlaces.aspx?id_entidad=1434&id_tema=5&ver=D
Requiere condiciones previas,economia,PARTIDO_POLITICO_PUEBLO_CONSCIENTE,Implementaremos la plataforma digital 'Lima MYPE'.,Implementaremos,Sin plazo definido,"La promesa de implementar la plataforma digital “Lima MYPE” sí encaja en la competencia municipal de promoción del desarrollo económico local con incidencia en la micro y pequeña empresa, prevista en el artículo 86 de la Ley 27972, que permite diseñar e implementar planes y acciones de apoyo a la actividad empresarial según recursos disponibles. El ROF de la MML, aprobado por Ordenanza 2537 y modificatorias, atribuye a la Gerencia de Desarrollo Económico funciones de promover la actividad económica, empresarial, productiva y comercial en la provincia de Lima, por lo que la materia es municipal. Sin embargo, una plataforma digital nueva supone desarrollo tecnológico, integración de servicios y asignación operativa/presupuestal; sin evidencia de una plataforma ya existente con esa denominación, no puede tratarse como ejecución inmediata sin pasos previos internos. El presupuesto del pliego 150101 de la MML es restringido y su inversión per cápita es la menor del país (S/ 7.42, según el contexto remitido), por lo que la viabilidad depende de priorización en el PIA/PIM o reprogramación interna.","No se acredita una plataforma vigente llamada “Lima MYPE” ni una línea presupuestal específica en el pliego 150101 para su implementación inmediata; además, la creación/puesta en marcha de la herramienta exige desarrollo funcional, soporte tecnológico y asignación de recursos dentro del PIM.","Puede habilitarse mediante ajuste del PIA/PIM del pliego 150101, programación presupuestal del siguiente ejercicio o mediante aprobación interna/ordenanza que formalice el servicio y su cobertura funcional dentro de la Gerencia de Desarrollo Económico.",Ley Orgánica de Municipalidades - Ley 27972: https://www.mef.gob.pe/contenidos/presu_publ/capacita/programacion_formulacion_presupuestal2012/Anexos/ley27972.pdf | Ordenanza N° 2537 - ROF de la MML: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1 | Consulta de normas posteriores al ROF de la MML: https://busquedas.elperuano.pe/dispositivo/NL/2501138-1 | Consulta amigable del MEF: https://www.mef.gob.pe/es/seguimiento-de-la-ejecucion-presupuestal-consulta-amigable
Requiere condiciones previas,economia,Partido Aprista Peruano,Dinamizar el turismo cultural y la puesta en valor del Centro Histórico y los circuitos patrimoniales,Dinamizar,Sin plazo definido,"La promesa encaja en competencias municipales de la MML: la Ley 27972 le permite organizar y sostener centros culturales, promover la protección y difusión del patrimonio cultural dentro de su jurisdicción y fomentar el turismo sostenible en cooperación con otras entidades (art. 73 y funciones específicas provinciales citadas en la norma). Además, el ROF de la MML asigna a la Gerencia de Cultura la función de formular, dirigir, administrar, promover, ejecutar y evaluar actividades culturales, y modificaciones publicadas en 2026 trasladaron competencias patrimoniales y reforzaron la gestión del Centro Histórico. Sin embargo, para “dinamizar” con metas operativas, circuitos, eventos, señalización, intervención urbana o ampliación de servicios suele requerirse programación presupuestal y/o actos de gestión interna en el PIA/PIM del pliego 150101, por lo que no es una acción plenamente ejecutable de inmediato solo con la promesa política. El pliego 150101 de la MML ha sido identificado con la menor inversión per cápita del país (S/ 7.42 en el proyecto de presupuesto 2025), lo que limita la escala de una expansión turística sin reasignaciones o programación posterior.",Limitación presupuestal del pliego 150101 para ampliar intervenciones turísticas y patrimoniales; necesidad de ajustar programación operativa y financiera; eventual dependencia de coordinación con entidades competentes para patrimonio y servicios turísticos.,"Puede habilitarse mediante priorización en el PIA/PIM del pliego 150101, reasignación interna de recursos existentes y, de requerirse expansión de actividades o circuitos, programación en el siguiente ejercicio fiscal mediante la unidad orgánica competente de cultura y Centro Histórico.",Ley N.° 27972 - Ley Orgánica de Municipalidades: https://www.sat.gob.pe/transparenciav2/Normas/descargar/LEY_27972_v3.pdf | Ordenanza N.° 2537 - ROF de la Municipalidad Metropolitana de Lima: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1 | Modificación ROF MML publicada en El Peruano: https://busquedas.elperuano.pe/api/archivo/file/AScjuKSOaCyA-szt2ZJhPW/*/2332057-1.PDF | Modificación ROF MML - Centro Histórico de Lima-PROLIMA: https://busquedas.elperuano.pe/api/archivo/file/E-lMI8EZKLABcuRPsTqol3/*/2266826-1.PDF
Requiere condiciones previas,economia,Partido Morado,Se desarrollará una plataforma digital B2B de abastecimiento agrícola que conectará directamente a los valles productivos de la provincia con los restaurantes formales de la capital.,Se desarrollará,Sin plazo definido,"La MML sí tiene competencia para regular el acopio, distribución, almacenamiento y comercialización de alimentos y bebidas, y para promover mercados de abastos, conforme al artículo 83 de la Ley 27972; por tanto, una plataforma B2B de abastecimiento agrícola puede encajar en sus funciones de abastecimiento y comercialización. Sin embargo, el compromiso exige desarrollar una plataforma digital específica y operarla con alcance provincial, lo que normalmente requiere asignación expresa en el ROF/funciones internas y programación presupuestal en el pliego 150101, cuyo presupuesto de inversión per cápita fue S/ 7.42 y es el menor del país según el proyecto 2025. En el ROF de la MML aprobado por Ordenanza 2537 consta la estructura orgánica, pero el anuncio no identifica una unidad responsable ni una actividad/PIA/PIM vigente para implementar esa solución digital; por ello no puede calificarse como ejecución inmediata ya disponible. La promesa es jurídicamente posible dentro de competencias municipales, pero queda sujeta a habilitación administrativa y presupuestal previa.","No existe en la promesa una actividad ya financiada ni una línea funcional identificada en el ROF para una plataforma B2B; además, el bajo margen presupuestal del pliego 150101 limita su implementación sin reprogramación o priorización interna.","Ordenanza o directiva interna que asigne la función a la unidad competente, incorporación en el PIA/PIM del pliego 150101 o reprogramación presupuestal, y eventualmente convenios con productores, gremios de restaurantes y distritos para la puesta en marcha.",Ley Orgánica de Municipalidades - Ley N.° 27972: https://www.mef.gob.pe/contenidos/presu_publ/capacita/programacion_formulacion_presupuestal2012/Anexos/ley27972.pdf | Ordenanza N.° 2537 de la MML - ROF: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1 | Consulta Amigable MEF - Pliego 150101: https://apps5.mineco.gob.pe/consulta-amigable/
Requiere condiciones previas,economia,Partido Popular Cristiano PPC,"Implementar un Sistema Metropolitano de Empleabilidad Juvenil que articule capacitación, formación técnica, certificación de competencias, intermediación laboral, prácticas preprofesionales, emprendimiento e innovación, en coordinación con el sector privado, la academia y las entidades públicas.",Implementar,Sin plazo definido,"La promesa sí encaja parcialmente con la competencia municipal porque el artículo 82.2.9 de la Ley 27972 permite a la municipalidad promover el desarrollo integral de la juventud y su participación en la vida económica local, y el ROF de la MML incorpora una Subgerencia de Educación, Deportes, Juventud y Recreación. Sin embargo, un sistema que incluya certificación de competencias, formación técnica e intermediación laboral requiere articulación con entidades ajenas a la MML y normalmente convenios, ordenanza o ajuste programático para operar con alcance metropolitano. El pliego 150101 es el más restringido del país en inversión per cápita (S/ 7.42), por lo que la viabilidad inmediata depende de reorientar presupuesto y usar estructuras ya existentes, no de crear un sistema nuevo de gran escala.",Limitación competencial en certificación de competencias y formación técnica formal; necesidad de coordinación externa con entidades públicas y privadas; restricción presupuestal del pliego 150101 para expandir servicios metropolitano-juveniles.,"Puede habilitarse mediante una ordenanza metropolitana que cree o formalice el sistema, más ajuste del PIA/PIM del pliego 150101 o programación en el siguiente ejercicio fiscal; también mediante convenios interinstitucionales con sector privado, academia y entidades públicas para capacitación, prácticas e intermediación.",Ley Orgánica de Municipalidades - Ley N.° 27972: https://www.gob.pe/institucion/jne/normas-legales/8133550-ley-organica-de-municipalidades-ley-n-27972 | Ordenanza N.° 2537 - ROF MML: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1 | Consulta Amigable MEF - Pliego 150101: https://apps5.mineco.gob.pe/transparencia/Navegador/default.aspx | Normativa SENAJU sobre MML: https://juventud.gob.pe/normativa-joven/normativa-regional-provincial-y-local/
Requiere condiciones previas,economia,Partido del Buen Gobierno,Crear distritos de innovación y centros metropolitanos de desarrollo empresarial y transformación digital.,Crear,2030,"La promesa encaja parcialmente con las competencias de la MML porque el artículo 79 de la Ley 27972 permite a la municipalidad provincial planificar el desarrollo urbano y promover proyectos de inversión con externalidades de ámbito provincial, mientras que el artículo 82 reconoce funciones compartidas en educación, cultura, ciencia/tecnología afines y el artículo 83 le permite regular actividades económicas como mercados y comercio. Sin embargo, crear “distritos de innovación” y “centros metropolitanos de desarrollo empresarial y transformación digital” exige una definición territorial, funcional y presupuestal que normalmente requiere ordenanza metropolitana y programación específica en el PIA/PIM; el ROF de la MML aprobado por Ordenanza 2537 organiza funciones, pero no convierte por sí solo la promesa en una operación inmediata. Además, el pliego 150101 de la MML mantiene una inversión per cápita muy baja frente al promedio requerido para infraestructura y servicios de ese tipo, por lo que la ejecución dependería de reasignaciones, priorización en el presupuesto o convenios interinstitucionales.",Limitación presupuestal del pliego 150101 para financiar nuevos hubs o distritos de innovación; necesidad de formalizar competencias operativas mediante ordenanza y de incorporar la intervención al PIA/PIM; posible necesidad de coordinación/convenios para componentes de transformación digital y desarrollo empresarial.,"Aprobación de una ordenanza metropolitana que cree el esquema territorial y de gestión; incorporación de metas y recursos en el PIA/PIM de la MML o en el presupuesto del ejercicio siguiente; en su caso, suscripción de convenios con entidades públicas o privadas para cofinanciar infraestructura, asistencia técnica y transformación digital.",Ley Orgánica de Municipalidades - Ley 27972: https://www.jne.gob.pe/oc/2025/Compendio-de-Legislacion-Electoral/14-Ley-Organica-Municipalidades-Ley-N27972.pdf | Ordenanza N.° 2537 - ROF de la MML: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1 | Consulta Amigable del MEF: https://apps5.mineco.gob.pe/transparencia/Navegador/default.aspx
Requiere condiciones previas,economia,Perú Libre,"Implementar y adaptar las calles, lozas u otros espacios públicos con elementos de pintura, señales, conos u otros que permitan a los comerciantes utilizar los espacios públicos para que con las normas y las exigencias sanitarias nuestros emprendedores puedan desarrollar de manera segura sus actividades comerciales.",Implementar y adaptar,Sin plazo definido,"La promesa se ubica dentro de la competencia municipal provincial de Lima sobre comercio ambulatorio y ordenamiento del espacio público: la Ley 27972 atribuye a las municipalidades provinciales establecer normas sobre comercio ambulatorio y a las distritales regularlo conforme a esas normas (art. 83, incs. 1.2 y 3.2). La MML ya tiene base normativa para regular y controlar el comercio ambulatorio mediante ordenanzas metropolitanas, como la Ordenanza N.° 1787-MML, y su ROF la habilita en fiscalización, ornato y gestión urbana; por eso no es ajena a sus funciones. Sin embargo, la propuesta no describe una mera fiscalización sino la implementación material de acondicionamiento de calles, losas u otros espacios con pintura, señales y conos para habilitar uso comercial seguro, lo que requiere acto habilitante específico, delimitación de zonas reguladas y, en la práctica, programación operativa/presupuestal. El pliego 150101 de la MML tiene la restricción de inversión per cápita más baja del país (S/ 7.42, según el contexto provisto), por lo que la ejecución masiva dependería de reasignación o ajuste del PIA/PIM y de una priorización explícita en el ejercicio presupuestal correspondiente.","Necesita delimitación formal de espacios permitidos, coordinación operativa de fiscalización y señalización, y cobertura presupuestal para intervención física de vías o espacios públicos; no basta con la competencia general sobre comercio ambulatorio. Si se pretende ampliar o generalizar la habilitación de espacios, también puede requerir ordenanza o instrumento metropolitano específico para zonificación y reglas de uso.","Aprobación de una ordenanza metropolitana o modificación normativa complementaria que precise zonas reguladas, criterios sanitarios y de seguridad; además, ajuste del PIA/PIM o programación en el presupuesto del siguiente ejercicio para financiar pintura, señalización, conos y mantenimiento.",Ley Orgánica de Municipalidades - Ley N.° 27972: http://www.sat.gob.pe/transparenciav2/Normas/descargar/LEY_27972_v3.pdf | Ordenanza N.° 1787-MML: https://muniate.gob.pe/ate/files/licenciaFuncionamiento/AUTORIZACIONES/Autor-Com-Ambulat/Normativa/BASE-LEGAL-COMERCIO-AMBULATORIO.pdf | Ordenanza N.° 2537-MML: https://busquedas.elperuano.pe/dispositivo/NL/2170330-1
Requiere condiciones previas,economia,Podemos Peru,"Trabajaremos de la mano con los ambulantes, no en su contra. La pandemia y la crisis económica empujó a cientos de familias al comercio ambulatorio. Trabajemos de la mano con los ambulantes y empresarios del CHL, para trasladarlos a galerías vacías y/o espacios temporales.",Trabajaremos,Sin plazo definido,"La promesa se ubica dentro de la competencia metropolitana de regular y controlar el comercio ambulatorio: el artículo 83 de la Ley 27972 reconoce a las municipalidades provinciales la función de establecer normas sobre comercio ambulatorio, y el artículo 9 permite aprobar ordenanzas; además, existe la Ordenanza MML N.° 1787 sobre comercio ambulatorio en espacios públicos de Lima Metropolitana. Sin embargo, el traslado a galerías vacías y/o espacios temporales no se ejecuta automáticamente con el marco vigente: requiere identificación de locales disponibles, coordinación con titulares privados o administradores, y normalmente un acto normativo o administrativo que habilite el esquema, por lo que no es una acción inmediata “hoy” sin pasos previos. En presupuesto, el pliego 150101 de la MML opera con recursos limitados y la inversión per cápita referida es de S/ 7.42, por lo que la implementación masiva dependería de ajuste del PIA/PIM, convenios o reasignaciones específicas dentro de la propia municipalidad.","No existe un mandato automático para ocupar galerías privadas vacías; se requiere voluntad y convenio de los propietarios o administradores. También hay restricción presupuestal y operativa en el pliego 150101 para financiar acondicionamiento, formalización, fiscalización y gestión del traslado sin un mecanismo previo.","Puede habilitarse mediante una ordenanza metropolitana complementaria o mediante convenios específicos con propietarios/administradores de galerías y, de ser necesario, con ajuste del PIA/PIM del pliego 150101 o programación en el siguiente ejercicio fiscal.",Ley Orgánica de Municipalidades - Ley 27972: https://www2.congreso.gob.pe/sicr/cendocbib/con4_uibd.nsf/bcd316201ca9cdca05258100005dbe7a/$file/1_2.compendio-normativo-ot.pdf | Ordenanza N.° 1787-MML: https://www.muniate.gob.pe/wp-content/uploads/2025/06/ORDENANZA-N%C2%B01787.pdf | Ordenanza N.° 1787-MML: https://www.muniate.gob.pe/wp-content/uploads/2026/02/ORDENANZA-N%C2%B0-1787.pdf
